City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
132,Kasungu,-13.0333,33.4833,72.34,73,0,3.15,MW,2022-04-23 06:43:01,clear sky
133,Det Udom,14.906,105.0784,96.62,40,96,4.0,TH,2022-04-23 06:43:01,overcast clouds
134,San Ramon,37.7799,-121.978,52.65,87,0,3.44,US,2022-04-23 06:40:02,clear sky
135,Taoudenni,22.6783,-3.9836,74.97,14,100,7.56,ML,2022-04-23 06:43:02,overcast clouds
136,Kodiak,57.79,-152.4072,42.31,87,100,11.5,US,2022-04-23 06:43:02,overcast clouds
137,Ponta Do Sol,32.6667,-17.1,61.0,73,46,8.52,PT,2022-04-23 06:43:02,scattered clouds
138,Iqaluit,63.7506,-68.5145,-0.67,78,0,3.44,CA,2022-04-23 06:39:28,clear sky
139,Santa Maria,-29.6842,-53.8069,57.27,96,95,7.92,BR,2022-04-23 06:42:37,overcast clouds
140,Borba,-4.3878,-59.5939,71.4,99,78,2.01,BR,2022-04-23 06:44:03,broken clouds
141,Talnakh,69.4865,88.3972,13.73,90,64,6.73,RU,2022-04-23 06:44:04,broken clouds
142,Sorbhog,26.5,90.8667,90.21,51,11,9.84,IN,2022-04-23 06:44:04,few clouds
143,Sitka,57.0531,-135.33,48.09,61,100,12.66,US,2022-04-23 06:44:05,overcast clouds
144,Saint-Philippe,-21.3585,55.7679,81.99,74,63,16.49,RE,2022-04-23 06:44:05,broken clouds
145,Thompson,55.7435,-97.8558,28.56,74,75,3.44,CA,2022-04-23 06:44:06,broken clouds
146,Rock Sound,24.9,-76.2,75.22,75,36,22.66,BS,2022-04-23 06:44:06,scattered clouds
147,Pizhma,57.8642,47.1171,49.82,47,54,4.18,RU,2022-04-23 06:44:07,broken clouds
148,Soisy-Sous-Montmorency,48.9881,2.3016,53.29,75,0,12.66,FR,2022-04-23 06:44:07,clear sky
149,Shimanovsk,52.0,127.7,49.32,26,100,6.24,RU,2022-04-23 06:44:08,overcast clouds
150,Puerto Suarez,-18.95,-57.8,75.07,76,3,3.2,BO,2022-04-23 06:44:08,clear sky
151,Los Llanos De Aridane,28.6585,-17.9182,59.13,78,75,4.0,ES,2022-04-23 06:44:08,broken clouds
152,Ulaangom,49.9811,92.0667,46.33,39,46,8.95,MN,2022-04-23 06:44:09,scattered clouds
153,Husavik,66.0449,-17.3389,42.33,76,14,7.94,IS,2022-04-23 06:44:09,few clouds
154,Souillac,-20.5167,57.5167,79.18,61,40,14.97,MU,2022-04-23 06:44:10,scattered clouds
155,Castro,-24.7911,-50.0119,63.52,79,96,11.25,BR,2022-04-23 06:44:10,light rain
156,Plettenberg Bay,-34.0527,23.3716,61.99,75,92,4.59,ZA,2022-04-23 06:44:10,overcast clouds
157,Vanimo,-2.6741,141.3028,80.51,81,97,2.89,PG,2022-04-23 06:44:11,overcast clouds
158,Yumen,40.2833,97.2,72.57,11,99,15.55,CN,2022-04-23 06:44:11,overcast clouds
159,Saraipali,21.3333,83.0,105.71,15,16,4.0,IN,2022-04-23 06:44:12,few clouds
160,Phalombe,-15.8064,35.6507,73.69,76,68,2.84,MW,2022-04-23 06:44:12,broken clouds
161,Bethel,41.3712,-73.414,50.94,65,0,3.0,US,2022-04-23 06:44:13,clear sky
162,Port Shepstone,-30.7414,30.455,69.69,86,100,16.4,ZA,2022-04-23 06:44:13,light rain
163,Kavaratti,10.5669,72.642,85.46,69,29,5.01,IN,2022-04-23 06:44:13,scattered clouds
164,Jamestown,42.097,-79.2353,48.02,68,100,6.91,US,2022-04-23 06:39:41,overcast clouds
165,Mandalgovi,45.7625,106.2708,52.54,22,74,18.88,MN,2022-04-23 06:44:14,broken clouds
166,Puerto Escondido,15.85,-97.0667,80.01,73,7,7.07,MX,2022-04-23 06:44:14,clear sky
167,Grindavik,63.8424,-22.4338,44.55,87,100,8.05,IS,2022-04-23 06:44:15,overcast clouds
168,Bandarbeyla,9.4942,50.8122,86.7,64,19,10.42,SO,2022-04-23 06:44:15,few clouds
169,Nanortalik,60.1432,-45.2371,35.82,96,100,4.14,GL,2022-04-23 06:44:16,overcast clouds
170,Curuca,-0.7289,-47.8481,72.64,98,100,5.44,BR,2022-04-23 06:44:16,moderate rain
171,Oistins,13.0667,-59.5333,77.09,73,40,14.97,BB,2022-04-23 06:44:16,scattered clouds
172,Cap Malheureux,-19.9842,57.6142,81.46,54,0,10.0,MU,2022-04-23 06:44:17,clear sky
173,Aykhal,66.0,111.5,19.78,82,100,8.14,RU,2022-04-23 06:44:17,overcast clouds
174,Victoria,22.2855,114.1577,85.24,75,4,7.0,HK,2022-04-23 06:43:44,clear sky
175,Hamilton,39.1834,-84.5333,65.25,74,0,6.91,US,2022-04-23 06:44:18,clear sky
176,Saint George,37.1041,-113.5841,50.63,68,0,4.61,US,2022-04-23 06:44:18,clear sky
177,Luau,-10.7073,22.2247,68.16,87,100,3.6,AO,2022-04-23 06:44:19,light rain
178,Esperance,-33.8667,121.9,64.24,66,100,13.6,AU,2022-04-23 06:44:19,overcast clouds
179,Hillsborough,37.5741,-122.3794,53.38,88,40,13.8,US,2022-04-23 06:44:20,mist
180,Puerto Carreno,6.189,-67.4859,76.75,80,23,4.25,CO,2022-04-23 06:44:20,few clouds
181,Tura,25.5198,90.2201,87.28,55,20,7.0,IN,2022-04-23 06:44:20,few clouds
182,Torbay,47.6666,-52.7314,36.28,91,100,16.11,CA,2022-04-23 06:44:21,overcast clouds
183,Avera,33.194,-82.5271,58.55,81,0,5.39,US,2022-04-23 06:45:21,clear sky
184,Faya,18.3851,42.4509,73.92,34,1,9.46,SA,2022-04-23 06:45:22,clear sky
185,Opuwo,-18.0607,13.84,70.86,40,68,6.42,NA,2022-04-23 06:44:08,broken clouds
186,Glace Bay,46.1969,-59.957,40.05,95,100,10.36,CA,2022-04-23 06:45:22,overcast clouds
187,Ambatofinandrahana,-20.55,46.8,66.69,79,100,8.19,MG,2022-04-23 06:45:23,overcast clouds
188,Maldonado,-34.6667,-54.9167,59.23,85,12,6.46,UY,2022-04-23 06:45:23,few clouds
189,Aklavik,68.2191,-135.0107,23.2,88,42,16.82,CA,2022-04-23 06:42:22,scattered clouds
190,Dingle,10.9995,122.6711,88.95,57,7,12.62,PH,2022-04-23 06:45:24,clear sky
191,Opochka,56.7105,28.6617,55.0,51,23,6.04,RU,2022-04-23 06:45:24,few clouds
192,Semirom,31.4167,51.5667,59.45,15,0,4.59,IR,2022-04-23 06:45:25,clear sky
193,Alice Springs,-23.7,133.8833,74.75,31,100,13.8,AU,2022-04-23 06:41:07,overcast clouds
194,Erenhot,43.6475,111.9767,68.92,16,55,26.89,CN,2022-04-23 06:45:26,broken clouds
195,Ribeira Grande,38.5167,-28.7,55.8,94,75,21.85,PT,2022-04-23 06:45:26,light intensity shower rain
196,Ikere,7.4913,5.2322,74.66,92,100,3.11,NG,2022-04-23 06:45:26,overcast clouds
197,Chokurdakh,70.6333,147.9167,16.81,93,100,6.78,RU,2022-04-23 06:45:27,overcast clouds
198,Georgetown,5.4112,100.3354,89.55,66,20,6.91,MY,2022-04-23 06:42:58,few clouds
199,Soyo,-6.1349,12.3689,80.31,81,98,2.68,AO,2022-04-23 06:45:27,overcast clouds
200,Raudeberg,61.9875,5.1352,52.47,78,62,10.45,NO,2022-04-23 06:45:28,broken clouds
201,Beloha,-25.1667,45.05,84.49,51,100,9.26,MG,2022-04-23 06:45:28,overcast clouds
202,Denia,38.8408,0.1057,57.74,60,100,8.99,ES,2022-04-23 06:45:29,overcast clouds
203,Ganzhou,28.8184,115.4327,79.25,70,51,4.14,CN,2022-04-23 06:45:29,broken clouds
204,Kamariotissa,40.4833,25.4667,58.41,87,10,2.53,GR,2022-04-23 06:45:29,clear sky
205,Iaciara,-14.0958,-46.6317,71.11,69,80,1.88,BR,2022-04-23 06:45:30,broken clouds
206,Brae,60.3964,-1.353,46.47,83,90,17.11,GB,2022-04-23 06:45:30,overcast clouds
207,San Policarpo,12.1791,125.5072,82.62,78,100,8.86,PH,2022-04-23 06:45:31,overcast clouds
208,Mitsamiouli,-11.3847,43.2844,80.47,78,100,7.76,KM,2022-04-23 06:45:31,moderate rain
209,Calama,-22.4667,-68.9333,45.09,39,0,16.11,CL,2022-04-23 06:45:13,clear sky
210,Vostok,46.4856,135.8833,48.15,47,14,6.02,RU,2022-04-23 06:45:32,few clouds
211,Bandar-E Lengeh,26.5579,54.8807,84.31,70,9,9.22,IR,2022-04-23 06:45:32,haze
212,Paris,48.8534,2.3488,53.38,76,0,11.5,FR,2022-04-23 06:44:05,clear sky
213,Beyneu,45.3167,55.2,67.84,36,86,12.97,KZ,2022-04-23 06:45:33,overcast clouds
214,Airai,-8.9266,125.4092,72.55,59,80,2.46,TL,2022-04-23 06:45:33,broken clouds
215,Polyarnyy,69.1989,33.4478,35.31,88,100,10.45,RU,2022-04-23 06:45:33,overcast clouds
216,Bagdarin,54.4333,113.6,37.65,30,88,9.19,RU,2022-04-23 06:45:34,overcast clouds
217,Assiniboia,49.6334,-105.9845,31.82,93,100,9.22,CA,2022-04-23 06:45:34,light snow
218,Hit,33.6416,42.8251,84.79,8,86,7.16,IQ,2022-04-23 06:45:35,overcast clouds
219,Ara,25.5667,84.6667,102.09,9,0,16.35,IN,2022-04-23 06:45:35,clear sky
220,Bandar-E Anzali,37.4727,49.4622,68.11,68,0,7.34,IR,2022-04-23 06:45:35,clear sky
221,Upernavik,72.7868,-56.1549,0.73,98,100,5.1,GL,2022-04-23 06:45:36,overcast clouds
222,Rantauprapat,2.1,99.8333,82.92,75,100,1.7,ID,2022-04-23 06:45:36,overcast clouds
223,Kununurra,-15.7667,128.7333,96.78,20,100,3.44,AU,2022-04-23 06:45:37,overcast clouds
224,Ndende,-2.4008,11.3581,73.89,98,100,0.6,GA,2022-04-23 06:45:37,overcast clouds
225,Beringovskiy,63.05,179.3167,25.74,90,100,2.04,RU,2022-04-23 06:45:37,overcast clouds
226,Narsaq,60.9167,-46.05,37.62,95,100,2.04,GL,2022-04-23 06:45:38,light rain
227,Eyl,7.9803,49.8164,87.82,57,64,8.77,SO,2022-04-23 06:46:38,broken clouds
228,Khash,28.2211,61.2158,83.68,10,100,7.2,IR,2022-04-23 06:46:39,overcast clouds
229,Ambon,-3.6954,128.1814,93.34,59,40,6.91,ID,2022-04-23 06:46:39,scattered clouds
230,Narasannapeta,18.4167,84.05,98.37,42,8,13.85,IN,2022-04-23 06:46:39,clear sky
231,Cacheu,12.2706,-16.1658,69.93,81,79,1.68,GW,2022-04-23 06:46:40,broken clouds
232,Solnechnyy,50.7214,136.6319,36.18,91,100,3.65,RU,2022-04-23 06:46:40,overcast clouds
233,Marsh Harbour,26.5412,-77.0636,74.05,63,17,18.23,BS,2022-04-23 06:46:40,few clouds
234,Kem,64.9555,34.5793,31.93,85,100,10.22,RU,2022-04-23 06:46:41,overcast clouds
235,Shingu,33.7333,135.9833,71.91,59,100,5.7,JP,2022-04-23 06:46:41,overcast clouds
236,Mount Isa,-20.7333,139.5,74.97,69,100,12.66,AU,2022-04-23 06:46:42,overcast clouds
237,Umtata,-31.5889,28.7844,55.96,100,100,4.61,ZA,2022-04-23 06:46:42,heavy intensity rain
238,Namibe,-15.1961,12.1522,74.05,71,100,5.77,AO,2022-04-23 06:46:43,overcast clouds
239,Labuhan,-6.8844,112.2051,86.81,68,71,5.59,ID,2022-04-23 06:46:43,broken clouds
240,Kokkola,63.8385,23.1307,39.36,82,0,8.05,FI,2022-04-23 06:46:43,clear sky
241,Mackay,-21.15,149.2,77.68,83,75,20.71,AU,2022-04-23 06:45:13,broken clouds
242,Kloulklubed,7.0419,134.2556,84.7,72,72,7.38,PW,2022-04-23 06:46:44,broken clouds
243,Kamyaran,34.7956,46.9355,69.44,18,95,5.03,IR,2022-04-23 06:46:44,overcast clouds
244,Arvika,59.6553,12.5852,45.21,52,100,11.54,SE,2022-04-23 06:46:44,overcast clouds
245,Caravelas,-17.7125,-39.2481,72.57,90,48,4.79,BR,2022-04-23 06:46:45,scattered clouds
246,Moerai,-22.4333,-151.3333,78.13,61,100,20.42,PF,2022-04-23 06:46:45,overcast clouds
247,Vangaindrano,-23.35,47.6,74.71,93,100,5.86,MG,2022-04-23 06:46:45,moderate rain
248,Kasongo-Lunda,-6.4667,16.8167,72.45,94,98,1.12,CD,2022-04-23 06:46:46,overcast clouds
249,Pacific Grove,36.6177,-121.9166,51.66,87,96,15.01,US,2022-04-23 06:46:46,overcast clouds
250,Turukhansk,65.8167,87.9833,32.22,100,100,6.91,RU,2022-04-23 06:46:47,overcast clouds
251,Muros,42.7762,-9.0603,49.15,74,99,10.42,ES,2022-04-23 06:46:47,overcast clouds
252,Juneau,58.3019,-134.4197,45.21,89,100,18.41,US,2022-04-23 06:43:12,light rain
253,Finschhafen,-6.6024,147.8681,82.18,77,100,2.68,PG,2022-04-23 06:46:47,overcast clouds
254,Paulinia,-22.7611,-47.1542,72.54,70,4,7.02,BR,2022-04-23 06:46:48,clear sky
255,Tricase,39.9304,18.3553,62.53,77,0,9.22,IT,2022-04-23 06:46:48,clear sky
256,Sinnamary,5.3833,-52.95,74.46,92,100,1.45,GF,2022-04-23 06:46:49,overcast clouds
257,Qingyuan,23.7,113.0333,84.18,60,35,6.17,CN,2022-04-23 06:46:49,scattered clouds
258,Half Moon Bay,37.4636,-122.4286,53.78,88,75,13.8,US,2022-04-23 06:45:13,mist
259,Manavgat,36.7867,31.4431,73.44,39,5,2.71,TR,2022-04-23 06:46:50,clear sky
260,Port-Gentil,-0.7193,8.7815,76.96,94,75,5.75,GA,2022-04-23 06:46:50,thunderstorm with light rain
261,Carlsbad,33.1581,-117.3506,55.85,85,0,5.01,US,2022-04-23 06:44:01,clear sky
262,New Richmond,45.123,-92.5366,57.11,93,100,9.22,US,2022-04-23 06:46:51,mist
263,Hervey Bay,-25.2986,152.8535,70.02,87,17,10.0,AU,2022-04-23 06:46:51,light rain
264,Leningradskiy,69.3833,178.4167,18.99,94,100,2.95,RU,2022-04-23 06:46:51,overcast clouds
265,Asau,46.4333,26.4,53.96,80,58,3.47,RO,2022-04-23 06:46:52,broken clouds
266,Mattru,7.6244,-11.8332,76.82,85,100,0.43,SL,2022-04-23 06:46:52,overcast clouds
267,Bilibino,68.0546,166.4372,18.64,85,100,0.92,RU,2022-04-23 06:46:53,overcast clouds
268,Yanam,16.7333,82.2167,98.35,41,100,8.21,IN,2022-04-23 06:46:53,overcast clouds
269,Rauma,61.1272,21.5113,46.44,74,41,12.01,FI,2022-04-23 06:46:54,scattered clouds
270,Tommot,58.9564,126.2925,36.79,47,100,3.98,RU,2022-04-23 06:46:54,light rain
271,Wad Rawah,15.1603,33.1397,94.5,15,4,2.48,SD,2022-04-23 06:46:54,clear sky
272,Polyanka,50.2584,27.6881,47.5,85,100,11.45,UA,2022-04-23 06:46:55,overcast clouds
273,Ucluelet,48.9329,-125.5528,44.1,90,77,4.14,CA,2022-04-23 06:45:14,broken clouds
274,Vysokogornyy,50.1167,139.15,33.1,83,90,5.48,RU,2022-04-23 06:47:55,overcast clouds
275,Primo Tapia,32.22,-116.9172,55.83,76,24,4.23,MX,2022-04-23 06:46:10,few clouds
276,Carutapera,-1.195,-46.02,73.53,96,100,2.64,BR,2022-04-23 06:47:56,overcast clouds
277,Sao Filipe,14.8961,-24.4956,72.68,77,12,7.0,CV,2022-04-23 06:47:56,few clouds
278,Klaksvik,62.2266,-6.589,43.72,82,100,20.18,FO,2022-04-23 06:47:57,overcast clouds
279,Cabo San Lucas,22.8909,-109.9124,70.52,66,5,13.0,MX,2022-04-23 06:47:57,clear sky
280,Atocha,-20.9333,-66.2333,38.68,22,0,5.14,BO,2022-04-23 06:47:58,clear sky
281,Xam Nua,20.4197,104.0439,87.3,38,55,3.31,LA,2022-04-23 06:47:58,broken clouds
282,Arrifes,37.7667,-25.7,55.65,72,75,9.22,PT,2022-04-23 06:46:09,broken clouds
283,Camana,-16.6228,-72.7111,66.63,87,64,5.21,PE,2022-04-23 06:47:58,broken clouds
284,Lagoa,39.05,-27.9833,56.12,83,100,20.96,PT,2022-04-23 06:47:59,moderate rain
285,Prince Rupert,54.3161,-130.3201,48.29,66,100,17.27,CA,2022-04-23 06:45:13,overcast clouds
286,Dandong,40.1292,124.3947,63.52,30,0,18.25,CN,2022-04-23 06:47:59,clear sky
287,Dikson,73.5069,80.5464,8.82,88,97,4.47,RU,2022-04-23 06:48:00,overcast clouds
288,Port Hedland,-20.3167,118.5667,95.05,21,0,12.66,AU,2022-04-23 06:48:00,clear sky
289,Kulaman,6.4594,124.0892,81.1,84,86,7.74,PH,2022-04-23 06:48:01,overcast clouds
290,Red Bluff,40.1785,-122.2358,51.93,66,20,3.44,US,2022-04-23 06:48:01,few clouds
291,Hohhot,40.8106,111.6522,77.29,10,0,20.13,CN,2022-04-23 06:48:01,clear sky
292,Hovd,48.0056,91.6419,56.07,25,68,8.95,MN,2022-04-23 06:48:02,broken clouds
293,Shintomi,32.0785,131.4723,60.12,92,100,6.15,JP,2022-04-23 06:48:02,moderate rain
294,Nadym,65.5333,72.5167,13.39,82,100,11.97,RU,2022-04-23 06:43:42,overcast clouds
295,Morden,49.1919,-98.1014,35.46,93,100,5.75,CA,2022-04-23 06:48:03,overcast clouds
296,Tigil,57.8,158.6667,29.77,88,100,10.89,RU,2022-04-23 06:48:03,overcast clouds
297,Slave Lake,55.2834,-114.769,39.18,81,100,2.3,CA,2022-04-23 06:45:13,overcast clouds
298,Tigre,-34.426,-58.5796,51.8,88,0,2.3,AR,2022-04-23 06:48:04,clear sky
299,Buala,-8.145,159.5921,81.23,79,99,2.01,SB,2022-04-23 06:48:04,overcast clouds
300,Fagersta,60.0042,15.7932,45.99,63,81,13.4,SE,2022-04-23 06:48:05,broken clouds
301,Menongue,-14.6585,17.691,63.95,63,99,3.65,AO,2022-04-23 06:48:05,overcast clouds
302,Sao Raimundo Nonato,-9.0153,-42.6994,71.04,79,20,2.66,BR,2022-04-23 06:48:06,few clouds
303,Huambo,-12.7761,15.7392,59.52,71,100,2.95,AO,2022-04-23 06:48:06,overcast clouds
304,Afsin,38.2477,36.914,63.09,30,0,2.82,TR,2022-04-23 06:48:07,clear sky
305,Umm Lajj,25.0213,37.2685,82.96,60,69,9.78,SA,2022-04-23 06:48:07,broken clouds
306,Takoradi,4.8845,-1.7554,80.31,84,65,5.21,GH,2022-04-23 06:48:07,broken clouds
307,Ugoofaaru,5.6667,73.0,82.4,77,87,12.03,MV,2022-04-23 06:48:08,overcast clouds
308,Mezen,65.8522,44.24,33.31,98,97,8.77,RU,2022-04-23 06:48:08,overcast clouds
309,Las Vegas,36.175,-115.1372,61.48,41,0,5.75,US,2022-04-23 06:45:21,clear sky
310,Golden,39.7555,-105.2211,53.49,28,0,31.07,US,2022-04-23 06:48:09,clear sky
311,Kulhudhuffushi,6.6221,73.07,84.18,73,100,10.49,MV,2022-04-23 06:48:09,overcast clouds
312,Basoko,1.2391,23.616,78.94,76,100,2.13,CD,2022-04-23 06:48:10,overcast clouds
313,Myaundzha,63.0494,147.1858,24.58,70,84,1.39,RU,2022-04-23 06:48:10,broken clouds
314,Vallenar,-28.5708,-70.7581,61.57,65,0,1.92,CL,2022-04-23 06:48:10,clear sky
315,Huarmey,-10.0681,-78.1522,65.89,92,100,6.6,PE,2022-04-23 06:48:11,overcast clouds
316,Port Hardy,50.6996,-127.4199,46.4,76,20,3.44,CA,2022-04-23 06:48:11,few clouds
317,Asfi,32.2994,-9.2372,60.37,79,78,8.39,MA,2022-04-23 06:48:11,light rain
318,Yenotayevka,47.2456,47.0281,58.01,55,70,14.79,RU,2022-04-23 06:48:12,broken clouds
319,Port Macquarie,-31.4333,152.9167,65.5,74,100,7.65,AU,2022-04-23 06:49:12,overcast clouds
320,Pangai,-19.8,-174.35,78.91,73,20,4.61,TO,2022-04-23 06:49:13,few clouds
321,Cherusti,55.5498,40.0107,49.33,79,100,3.56,RU,2022-04-23 06:49:13,overcast clouds
322,Waipawa,-41.4122,175.5153,48.47,80,38,5.08,NZ,2022-04-23 06:49:14,scattered clouds
323,Tucuman,-26.8241,-65.2226,55.4,100,100,2.3,AR,2022-04-23 06:49:14,mist
324,Northampton,40.8754,-75.2499,48.42,67,100,3.78,US,2022-04-23 06:49:15,overcast clouds
325,Talaya,61.3833,152.75,23.77,81,34,3.56,RU,2022-04-23 06:49:15,scattered clouds
326,Utete,-7.986,38.758,81.37,82,8,2.33,TZ,2022-04-23 06:49:15,light rain
327,Skjervoy,70.0311,20.9714,37.4,76,100,10.11,NO,2022-04-23 06:49:16,overcast clouds
328,Mount Gambier,-37.8333,140.7667,67.91,45,0,14.97,AU,2022-04-23 06:44:20,clear sky
329,Lubao,14.9167,120.55,96.87,39,1,11.68,PH,2022-04-23 06:49:16,clear sky
330,Saint-Joseph,-21.3667,55.6167,80.98,70,32,16.62,RE,2022-04-23 06:49:17,scattered clouds
331,Ca Mau,9.1769,105.15,92.44,50,57,9.01,VN,2022-04-23 06:49:17,broken clouds
332,Severobaykalsk,55.65,109.3167,31.24,66,99,5.06,RU,2022-04-23 06:49:18,overcast clouds
333,Flin Flon,54.7682,-101.865,30.79,97,100,2.8,CA,2022-04-23 06:45:13,overcast clouds
334,Florida,28.7505,-82.5001,65.07,89,40,0.0,US,2022-04-23 06:49:18,scattered clouds
335,El Bosque,17.0667,-92.7333,54.99,92,5,2.64,MX,2022-04-23 06:49:19,clear sky
336,Harqalah,36.0303,10.509,62.46,72,0,5.75,TN,2022-04-23 06:49:19,clear sky
337,Gravdal,68.1214,13.5031,39.09,72,75,7.76,NO,2022-04-23 06:49:19,broken clouds
338,Salinopolis,-0.6136,-47.3561,75.25,91,98,6.06,BR,2022-04-23 06:49:20,light rain
339,Boende,-0.2167,20.8667,72.66,96,100,2.55,CD,2022-04-23 06:49:20,light rain
340,Laguna,38.421,-121.4238,53.94,81,0,4.61,US,2022-04-23 06:49:21,clear sky
341,Enid,36.3956,-97.8784,73.56,70,0,32.21,US,2022-04-23 06:49:21,clear sky
342,San Cristobal,7.7669,-72.225,66.45,91,95,2.73,VE,2022-04-23 06:49:22,overcast clouds
343,Champerico,14.3,-91.9167,81.86,72,17,2.59,GT,2022-04-23 06:49:22,few clouds
344,Ranfurly,-45.1333,170.1,56.1,52,99,7.14,NZ,2022-04-23 06:49:23,overcast clouds
345,Montmagny,48.9734,2.3469,53.96,74,0,12.66,FR,2022-04-23 06:49:23,clear sky
346,Kampong Thum,12.7111,104.8887,98.02,37,53,2.93,KH,2022-04-23 06:49:23,broken clouds
347,Bambanglipuro,-7.95,110.2833,85.73,71,100,8.37,ID,2022-04-23 06:49:24,overcast clouds
348,Porto Walter,-8.2686,-72.7439,70.88,96,100,2.93,BR,2022-04-23 06:49:24,overcast clouds
349,Sesheke,-17.4759,24.2968,70.93,66,52,3.98,ZM,2022-04-23 06:49:25,broken clouds
350,Akyab,20.15,92.9,88.12,67,8,16.67,MM,2022-04-23 06:49:25,clear sky
351,Adwa,14.1646,38.8955,75.6,32,7,2.53,ET,2022-04-23 06:49:26,clear sky
352,Kyshtovka,56.555,76.6271,25.39,43,100,12.77,RU,2022-04-23 06:49:26,overcast clouds
353,Mahon,39.8885,4.2658,59.56,82,20,13.8,ES,2022-04-23 06:49:26,few clouds
354,Haines Junction,60.7522,-137.5108,35.55,55,100,5.75,CA,2022-04-23 06:49:27,overcast clouds
355,Chuy,-33.6971,-53.4616,49.66,93,5,8.88,UY,2022-04-23 06:49:27,clear sky
356,Constitucion,-35.3333,-72.4167,52.83,95,6,4.32,CL,2022-04-23 06:46:29,clear sky
357,Nurota,40.5614,65.6886,78.57,29,98,9.89,UZ,2022-04-23 06:49:28,overcast clouds
358,Saint-Augustin,51.226,-58.6502,32.83,99,100,0.65,CA,2022-04-23 06:49:28,overcast clouds
359,Rio De Janeiro,-22.9028,-43.2075,73.99,83,0,2.3,BR,2022-04-23 06:45:00,clear sky
360,Muravlenko,63.7898,74.523,14.65,85,97,15.12,RU,2022-04-23 06:49:29,overcast clouds
361,Tokonou,9.65,-9.7833,76.78,68,99,4.09,GN,2022-04-23 06:50:29,overcast clouds
362,Wuwei,37.9281,102.6414,70.43,10,100,8.84,CN,2022-04-23 06:50:29,overcast clouds
363,Khandyga,62.6667,135.6,32.02,66,100,2.91,RU,2022-04-23 06:50:30,overcast clouds
364,Nchelenge,-9.3451,28.734,71.89,77,23,4.34,ZM,2022-04-23 06:50:30,few clouds
365,Kieta,-6.2167,155.6333,81.01,80,93,0.89,PG,2022-04-23 06:50:31,overcast clouds
366,Rognan,67.0953,15.3878,43.05,77,18,4.74,NO,2022-04-23 06:50:31,few clouds
367,Clyde River,70.4692,-68.5914,-12.77,77,0,4.61,CA,2022-04-23 06:50:31,clear sky
368,Tabuk,17.4189,121.4443,90.75,42,7,5.7,PH,2022-04-23 06:50:32,clear sky
369,Banyo,6.75,11.8167,76.53,62,100,1.36,CM,2022-04-23 06:50:32,overcast clouds
370,Sahbuz,39.4072,45.5739,60.4,39,6,5.1,AZ,2022-04-23 06:50:33,clear sky
371,Ruston,32.5232,-92.6379,68.59,83,40,10.36,US,2022-04-23 06:50:33,scattered clouds
372,Port Blair,11.6667,92.75,89.64,70,40,9.22,IN,2022-04-23 06:50:33,scattered clouds
373,Kafanchan,9.5833,8.3,79.81,56,63,2.93,NG,2022-04-23 06:50:34,broken clouds
374,San Andres,12.5847,-81.7006,80.62,83,75,9.22,CO,2022-04-23 06:50:34,broken clouds
375,Marica,-22.9194,-42.8186,71.55,80,2,5.26,BR,2022-04-23 06:50:35,clear sky
376,Araouane,18.9048,-3.5265,74.12,12,77,9.01,ML,2022-04-23 06:50:35,broken clouds
377,Puerto Ayacucho,5.6639,-67.6236,74.39,88,88,3.94,VE,2022-04-23 06:50:36,overcast clouds
378,Saint-Louis,16.3333,-15.0,78.44,21,0,15.86,SN,2022-04-23 06:50:36,clear sky
379,Ko Samui,9.5357,99.9357,91.31,66,20,9.22,TH,2022-04-23 06:50:36,few clouds
380,Machachi,-0.5,-78.5667,46.76,97,98,1.83,EC,2022-04-23 06:50:37,overcast clouds
381,Katangli,51.7102,143.2326,30.2,91,100,17.98,RU,2022-04-23 06:50:37,overcast clouds
382,Hobyo,5.3505,48.5268,86.85,64,100,11.03,SO,2022-04-23 06:50:37,overcast clouds
383,Byron Bay,-28.65,153.6167,71.49,64,100,12.59,AU,2022-04-23 06:47:27,overcast clouds
384,Kavieng,-2.5744,150.7967,82.89,77,93,10.58,PG,2022-04-23 06:50:38,light rain
385,Gat,31.61,34.7642,82.4,59,1,7.94,IL,2022-04-23 06:50:38,clear sky
386,Komsomolskiy,40.4272,71.7189,77.72,29,5,6.91,UZ,2022-04-23 06:50:39,clear sky
387,Severo-Yeniseyskiy,60.3725,93.0408,25.34,90,100,9.51,RU,2022-04-23 06:50:39,light snow
388,Luis Correia,-2.8792,-41.6669,76.12,90,100,9.8,BR,2022-04-23 06:50:39,moderate rain
389,Berlevag,70.8578,29.0864,35.4,98,100,14.88,NO,2022-04-23 06:50:40,overcast clouds
390,Kalianget,-7.05,113.9333,85.75,70,97,7.23,ID,2022-04-23 06:50:40,overcast clouds
391,Sunbury,-37.5833,144.7333,63.45,67,20,8.05,AU,2022-04-23 06:50:41,few clouds
392,Ouadda,8.0777,22.4007,80.98,63,80,3.96,CF,2022-04-23 06:50:41,broken clouds
393,Plomarion,38.9767,26.3681,67.96,63,9,8.23,GR,2022-04-23 06:50:42,clear sky
394,Port Huron,42.9709,-82.4249,46.06,77,100,8.05,US,2022-04-23 06:50:42,overcast clouds
395,Layton,41.0602,-111.971,44.94,76,75,5.99,US,2022-04-23 06:46:52,broken clouds
